timestamp,plant_name,plant_type,capacity_mw,generation_mw,lat,lon,region
2024-04-21T13:00:00,Pavagada Solar Park,solar,200,123.0,14.1,77.28,Tumkur
2024-04-21T14:00:00,Pavagada Solar Park,solar,200,101.73,14.1,77.28,Tumkur
2024-04-21T15:00:00,Pavagada Solar Park,solar,200,79.52,14.1,77.28,Tumkur
2024-04-21T16:00:00,Pavagada Solar Park,solar,200,48.68,14.1,77.28,Tumkur
2024-04-21T17:00:00,Pavagada Solar Park,solar,200,19.67,14.1,77.28,Tumkur
2024-04-21T18:00:00,Pavagada Solar Park,solar,200,1.97,14.1,77.28,Tumkur
2024-04-21T19:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-21T20:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-21T21:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-21T22:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-21T23:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-22T00:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-22T01:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-22T02:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-22T03:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-22T04:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-22T05:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-22T06:00:00,Pavagada Solar Park,solar,200,2.04,14.1,77.28,Tumkur
2024-04-22T07:00:00,Pavagada Solar Park,solar,200,2.41,14.1,77.28,Tumkur
2024-04-22T08:00:00,Pavagada Solar Park,solar,200,19.8,14.1,77.28,Tumkur
2024-04-22T09:00:00,Pavagada Solar Park,solar,200,47.04,14.1,77.28,Tumkur
2024-04-22T10:00:00,Pavagada Solar Park,solar,200,89.85,14.1,77.28,Tumkur
2024-04-22T11:00:00,Pavagada Solar Park,solar,200,87.41,14.1,77.28,Tumkur
2024-04-22T12:00:00,Pavagada Solar Park,solar,200,132.59,14.1,77.28,Tumkur
2024-04-22T13:00:00,Pavagada Solar Park,solar,200,133.26,14.1,77.28,Tumkur
2024-04-22T14:00:00,Pavagada Solar Park,solar,200,105.04,14.1,77.28,Tumkur
2024-04-22T15:00:00,Pavagada Solar Park,solar,200,89.61,14.1,77.28,Tumkur
2024-04-22T16:00:00,Pavagada Solar Park,solar,200,45.3,14.1,77.28,Tumkur
2024-04-22T17:00:00,Pavagada Solar Park,solar,200,14.88,14.1,77.28,Tumkur
2024-04-22T18:00:00,Pavagada Solar Park,solar,200,2.28,14.1,77.28,Tumkur
2024-04-22T19:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-22T20:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-22T21:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-22T22:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-22T23:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-23T00:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-23T01:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-23T02:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-23T03:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-23T04:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-23T05:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-23T06:00:00,Pavagada Solar Park,solar,200,2.19,14.1,77.28,Tumkur
2024-04-23T07:00:00,Pavagada Solar Park,solar,200,2.37,14.1,77.28,Tumkur
2024-04-23T08:00:00,Pavagada Solar Park,solar,200,14.27,14.1,77.28,Tumkur
2024-04-23T09:00:00,Pavagada Solar Park,solar,200,42.56,14.1,77.28,Tumkur
2024-04-23T10:00:00,Pavagada Solar Park,solar,200,78.03,14.1,77.28,Tumkur
2024-04-23T11:00:00,Pavagada Solar Park,solar,200,78.52,14.1,77.28,Tumkur
2024-04-23T12:00:00,Pavagada Solar Park,solar,200,113.22,14.1,77.28,Tumkur
2024-04-23T13:00:00,Pavagada Solar Park,solar,200,126.73,14.1,77.28,Tumkur
2024-04-23T14:00:00,Pavagada Solar Park,solar,200,105.75,14.1,77.28,Tumkur
2024-04-23T15:00:00,Pavagada Solar Park,solar,200,71.1,14.1,77.28,Tumkur
2024-04-23T16:00:00,Pavagada Solar Park,solar,200,36.59,14.1,77.28,Tumkur
2024-04-23T17:00:00,Pavagada Solar Park,solar,200,16.41,14.1,77.28,Tumkur
2024-04-23T18:00:00,Pavagada Solar Park,solar,200,2.21,14.1,77.28,Tumkur
2024-04-23T19:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-23T20:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-23T21:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-23T22:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-23T23:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-24T00:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-24T01:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-24T02:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-24T03:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-24T04:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-24T05:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-24T06:00:00,Pavagada Solar Park,solar,200,1.89,14.1,77.28,Tumkur
2024-04-24T07:00:00,Pavagada Solar Park,solar,200,2.21,14.1,77.28,Tumkur
2024-04-24T08:00:00,Pavagada Solar Park,solar,200,15.65,14.1,77.28,Tumkur
2024-04-24T09:00:00,Pavagada Solar Park,solar,200,38.39,14.1,77.28,Tumkur
2024-04-24T10:00:00,Pavagada Solar Park,solar,200,73.72,14.1,77.28,Tumkur
2024-04-24T11:00:00,Pavagada Solar Park,solar,200,84.67,14.1,77.28,Tumkur
2024-04-24T12:00:00,Pavagada Solar Park,solar,200,104.44,14.1,77.28,Tumkur
2024-04-24T13:00:00,Pavagada Solar Park,solar,200,122.94,14.1,77.28,Tumkur
2024-04-24T14:00:00,Pavagada Solar Park,solar,200,114.96,14.1,77.28,Tumkur
2024-04-24T15:00:00,Pavagada Solar Park,solar,200,65.53,14.1,77.28,Tumkur
2024-04-24T16:00:00,Pavagada Solar Park,solar,200,44.33,14.1,77.28,Tumkur
2024-04-24T17:00:00,Pavagada Solar Park,solar,200,14.21,14.1,77.28,Tumkur
2024-04-24T18:00:00,Pavagada Solar Park,solar,200,2.58,14.1,77.28,Tumkur
2024-04-24T19:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-24T20:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-24T21:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-24T22:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-24T23:00:00,Pavagada Solar Park,solar,200,0.0,14.1,77.28,Tumkur
2024-04-17T23:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-18T00:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-18T01:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-18T02:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-18T03:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-18T04:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-18T05:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-18T06:00:00,Raichur Solar,solar,130,1.37,16.2,77.35,Raichur
2024-04-18T07:00:00,Raichur Solar,solar,130,1.13,16.2,77.35,Raichur
2024-04-18T08:00:00,Raichur Solar,solar,130,9.57,16.2,77.35,Raichur
2024-04-18T09:00:00,Raichur Solar,solar,130,28.23,16.2,77.35,Raichur
2024-04-18T10:00:00,Raichur Solar,solar,130,50.82,16.2,77.35,Raichur
2024-04-18T11:00:00,Raichur Solar,solar,130,72.09,16.2,77.35,Raichur
2024-04-18T12:00:00,Raichur Solar,solar,130,73.79,16.2,77.35,Raichur
2024-04-18T13:00:00,Raichur Solar,solar,130,60.77,16.2,77.35,Raichur
2024-04-18T14:00:00,Raichur Solar,solar,130,69.86,16.2,77.35,Raichur
2024-04-18T15:00:00,Raichur Solar,solar,130,38.45,16.2,77.35,Raichur
2024-04-18T16:00:00,Raichur Solar,solar,130,27.49,16.2,77.35,Raichur
2024-04-18T17:00:00,Raichur Solar,solar,130,11.56,16.2,77.35,Raichur
2024-04-18T18:00:00,Raichur Solar,solar,130,1.08,16.2,77.35,Raichur
2024-04-18T19:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-18T20:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-18T21:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-18T22:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-18T23:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-19T00:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-19T01:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-19T02:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-19T03:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-19T04:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-19T05:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-19T06:00:00,Raichur Solar,solar,130,1.15,16.2,77.35,Raichur
2024-04-19T07:00:00,Raichur Solar,solar,130,1.55,16.2,77.35,Raichur
2024-04-19T08:00:00,Raichur Solar,solar,130,10.8,16.2,77.35,Raichur
2024-04-19T09:00:00,Raichur Solar,solar,130,27.97,16.2,77.35,Raichur
2024-04-19T10:00:00,Raichur Solar,solar,130,42.9,16.2,77.35,Raichur
2024-04-19T11:00:00,Raichur Solar,solar,130,67.15,16.2,77.35,Raichur
2024-04-19T12:00:00,Raichur Solar,solar,130,61.52,16.2,77.35,Raichur
2024-04-19T13:00:00,Raichur Solar,solar,130,72.84,16.2,77.35,Raichur
2024-04-19T14:00:00,Raichur Solar,solar,130,68.1,16.2,77.35,Raichur
2024-04-19T15:00:00,Raichur Solar,solar,130,32.28,16.2,77.35,Raichur
2024-04-19T16:00:00,Raichur Solar,solar,130,28.98,16.2,77.35,Raichur
2024-04-19T17:00:00,Raichur Solar,solar,130,12.83,16.2,77.35,Raichur
2024-04-19T18:00:00,Raichur Solar,solar,130,1.3,16.2,77.35,Raichur
2024-04-19T19:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-19T20:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-19T21:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-19T22:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-19T23:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-20T00:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-20T01:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-20T02:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-20T03:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-20T04:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-20T05:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-20T06:00:00,Raichur Solar,solar,130,1.34,16.2,77.35,Raichur
2024-04-20T07:00:00,Raichur Solar,solar,130,1.52,16.2,77.35,Raichur
2024-04-20T08:00:00,Raichur Solar,solar,130,10.46,16.2,77.35,Raichur
2024-04-20T09:00:00,Raichur Solar,solar,130,32.79,16.2,77.35,Raichur
2024-04-20T10:00:00,Raichur Solar,solar,130,53.29,16.2,77.35,Raichur
2024-04-20T11:00:00,Raichur Solar,solar,130,77.36,16.2,77.35,Raichur
2024-04-20T12:00:00,Raichur Solar,solar,130,86.73,16.2,77.35,Raichur
2024-04-20T13:00:00,Raichur Solar,solar,130,78.29,16.2,77.35,Raichur
2024-04-20T14:00:00,Raichur Solar,solar,130,56.56,16.2,77.35,Raichur
2024-04-20T15:00:00,Raichur Solar,solar,130,48.36,16.2,77.35,Raichur
2024-04-20T16:00:00,Raichur Solar,solar,130,30.39,16.2,77.35,Raichur
2024-04-20T17:00:00,Raichur Solar,solar,130,9.71,16.2,77.35,Raichur
2024-04-20T18:00:00,Raichur Solar,solar,130,1.26,16.2,77.35,Raichur
2024-04-20T19:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-20T20:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-20T21:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-20T22:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-20T23:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-21T00:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-21T01:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-21T02:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-21T03:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-21T04:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-21T05:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-21T06:00:00,Raichur Solar,solar,130,1.2,16.2,77.35,Raichur
2024-04-21T07:00:00,Raichur Solar,solar,130,1.55,16.2,77.35,Raichur
2024-04-21T08:00:00,Raichur Solar,solar,130,10.83,16.2,77.35,Raichur
2024-04-21T09:00:00,Raichur Solar,solar,130,34.28,16.2,77.35,Raichur
2024-04-21T10:00:00,Raichur Solar,solar,130,55.35,16.2,77.35,Raichur
2024-04-21T11:00:00,Raichur Solar,solar,130,72.13,16.2,77.35,Raichur
2024-04-21T12:00:00,Raichur Solar,solar,130,69.68,16.2,77.35,Raichur
2024-04-21T13:00:00,Raichur Solar,solar,130,86.53,16.2,77.35,Raichur
2024-04-21T14:00:00,Raichur Solar,solar,130,65.18,16.2,77.35,Raichur
2024-04-21T15:00:00,Raichur Solar,solar,130,55.81,16.2,77.35,Raichur
2024-04-21T16:00:00,Raichur Solar,solar,130,33.68,16.2,77.35,Raichur
2024-04-21T17:00:00,Raichur Solar,solar,130,13.68,16.2,77.35,Raichur
2024-04-21T18:00:00,Raichur Solar,solar,130,1.51,16.2,77.35,Raichur
2024-04-21T19:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-21T20:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-21T21:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-21T22:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-21T23:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-22T00:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-22T01:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-22T02:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-22T03:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-22T04:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-22T05:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-22T06:00:00,Raichur Solar,solar,130,1.05,16.2,77.35,Raichur
2024-04-22T07:00:00,Raichur Solar,solar,130,1.45,16.2,77.35,Raichur
2024-04-22T08:00:00,Raichur Solar,solar,130,12.24,16.2,77.35,Raichur
2024-04-22T09:00:00,Raichur Solar,solar,130,33.67,16.2,77.35,Raichur
2024-04-22T10:00:00,Raichur Solar,solar,130,49.99,16.2,77.35,Raichur
2024-04-22T11:00:00,Raichur Solar,solar,130,74.12,16.2,77.35,Raichur
2024-04-22T12:00:00,Raichur Solar,solar,130,70.38,16.2,77.35,Raichur
2024-04-22T13:00:00,Raichur Solar,solar,130,76.46,16.2,77.35,Raichur
2024-04-22T14:00:00,Raichur Solar,solar,130,52.81,16.2,77.35,Raichur
2024-04-22T15:00:00,Raichur Solar,solar,130,44.41,16.2,77.35,Raichur
2024-04-22T16:00:00,Raichur Solar,solar,130,32.44,16.2,77.35,Raichur
2024-04-22T17:00:00,Raichur Solar,solar,130,13.08,16.2,77.35,Raichur
2024-04-22T18:00:00,Raichur Solar,solar,130,1.27,16.2,77.35,Raichur
2024-04-22T19:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-22T20:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-22T21:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-22T22:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-22T23:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-23T00:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-23T01:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-23T02:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-23T03:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-23T04:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-23T05:00:00,Raichur Solar,solar,130,0.0,16.2,77.35,Raichur
2024-04-23T06:00:00,Raichur Solar,solar,130,1.27,16.2,77.35,Raichur
2024-04-23T07:00:00,Raichur Solar,solar,130,1.05,16.2,77.35,Raichur
2024-04-23T08:00:00,Raichur Solar,solar,130,12.76,16.2,77.35,Raichur
2024-04-23T09:00:00,Raichur Solar,solar,130,31.41,16.2,77.35,Raichur
2024-04-23T10:00:00,Raichur Solar,solar,130,58.33,16.2,77.35,Raichur
2024-04-23T11:00:00,Raichur Solar,solar,130,50.39,16.2,77.35,Raichur
2024-04-23T12:00:00,Raichur Solar,solar,130,82.37,16.2,77.35,Raichur
2024-04-23T13:00:00,Raichur Solar,solar,130,82.41,16.2,77.35,Raichur
2024-04-23T14:00:00,Raichur Solar,solar,130,70.2,16.2,77.35,Raichur
2024-04-23T15:00:00,Raichur Solar,solar,130,46.22,16.2,77.35,Raichur
2024-04-23T16:00:00,Raichur Solar,solar,130,30.25,16.2,77.35,Raichur
2024-04-23T17:00:00,Raichur Solar,solar,130,12.21,16.2,77.35,Raichur
